ID,Book,chapter,scene,speaker1,speaker2,n_turns,start_dialogue,end_dialogue,words_intervened,name_changes,other_changes,text,comments,translation needs to be checked,random selection,NORSK OVERSETTELSE,SIDETALL I NORSK OVERS.,NORSK 2,correction
,,,,,,,,,,,,,,,,,,,
MM_2,MM,5,1,Celia,Dorothea,5,yes,,,,,"“Is any one else coming to dine besides Mr. Casaubon?”
“Not that I know of.”
“I hope there is some one else. Then I shall not hear him eat his soup so.”
“What is there remarkable about his soup-eating?”
“Really, Dodo, can’t you hear how he scrapes his spoon? And he always blinks before he speaks. I don’t know whether Locke blinked, but I’m sure I am sorry for those who sat opposite to him if he did.”","check dine, shall not",,,"""Kommer det flere enn Mr. Casaubon til middag?"" ""Ikke som jeg vet."" ""Jeg håper det komer flere. Så høres det ikke så godt nr han spiser supen."" ""Men i all verden, Celia, hva er det som er så spesielt når han spiser suppe?"" ""Opprikig talt, Dodo, har du ikke hørt hvordan han skraper skjeen mot tlalerkenen? Og s blunker han alltid før han sier noe. Jeg vet ikke om John Locke blunket, men hvis han gjorde det, synes jeg synd på den som satt rett overfor ham.""",47-48,"""Kommer det flere enn Mr. Casaubon til middag?""
""Ikke som jeg vet.""
""Jeg håper det kommer flere. Så høres det ikke så godt når han spiser supen.""
""Men i all verden, Celia, hva er det som er så spesielt når han spiser suppe?"" 
""Opprikig talt, Dodo, har du ikke hørt hvordan han skraper skjeen mot tallerkenen? Og så blunker han alltid før han sier noe. Jeg vet ikke om John Locke blunket, men hvis han gjorde det, synes jeg synd på den som satt rett overfor ham.""
",
MM_3,MM,6,1,Celia,Mrs. Cadwallader,4,,,,,,"“Not high-flown enough?”
“Dodo is very strict. She thinks so much about everything, and is so particular about what one says. Sir James never seemed to please her.”
“She must have encouraged him, I am sure. That is not very creditable.”
“Please don’t be angry with Dodo; she does not see things. She thought so much about the cottages, and she was rude to Sir James sometimes; but he is so kind, he never noticed it.”",,,,"""Er han ikke høyttravende nok, mener du?"" ""Dodo er så streng. Hun tenker så mye på alt mulig, og s er hun så nøye med alt man sier. Det virker som om hun ikke liker noe av det Sir James gjør."" ""Men hun må jo ha oppmuntret ham. Og det burde hun ikke ha gjort."" ""Ikke vær sint på Dod, er De sni.. Hun skjønner seg ikke på sånt, orstår De. Hun tenkte bare på disse husene han skulle bygge, og det hendte hun var uhøflig mot ham også. Men han er jo så snill så han la ikke merke til det engang.""",55-56,"""Er han ikke høyttravende nok, mener du?"" 
""Dodo er så streng. Hun tenker så mye på alt mulig, og så er hun så nøye med alt man sier. Det virker som om hun ikke liker noe av det Sir James gjør."" 
""Men hun må jo ha oppmuntret ham. Og det burde hun ikke ha gjort.""
""Ikke vær sint på Dod, er De snill. Hun skjønner seg ikke på sånt, forstår De. Hun tenkte bare på disse husene han skulle bygge, og det hendte hun var uhøflig mot ham også. Men han er jo så snill så han la ikke merke til det engang.""
",
MM_6,MM,12,1,Mary,Rosamond,3,,,,,,"“Quarrel? Nonsense; we have not quarrelled. If one is not to get into a rage sometimes, what is the good of being friends?”
“Am I to repeat what you have said?”
“Just as you please. I never say what I am afraid of having repeated. But let us go down.”",,,,"""Krangle? Tøys, vi har ikke kranglet. Hva var hensikten med å være venner hvis vi ikke skulle ha lov til å bli litt hissige av og til?"" ""Kan jeg fortelle det til noen, det du har sagt, mener jeg?"" ""Det får du bestemme selv Jeg sier aldri noe jeg ikke vil at andre skal fortelle videre. Men nå må vi gå ned.""",119-120,"""Krangle? Tøys, vi har ikke kranglet. Hva var hensikten med å være venner hvis vi ikke skulle ha lov til å bli litt hissige av og til?""
""Kan jeg fortelle det til noen, det du har sagt, mener jeg?""
""Det får du bestemme selv Jeg sier aldri noe jeg ikke vil at andre skal fortelle videre. Men nå må vi gå ned.""",
MM_13,MM,17,1,Mr. Farebrother,Mr. Lydgate,5,,,,,,"“No; but there is a Miss Garth at old Featherstone’s, at Lowick.”
“Their daughter: an excellent girl.”
“She is very quiet—I have hardly noticed her.”
“She has taken notice of you, though, depend upon it.”
“I don’t understand,”",not checked by Anne,,,"""Nei, men ute i Lowick hos gamle Featherstone traff jeg en Miss Garth."" ""Det er datteren, en flott pike."" ""Hun er svært stille av seg, jeg la nesten ikke merke til henne."" ""Men De kan være sikker på at hun har lagt merke til Dem."" ""Jeg skjønner ikke riktig,"" sa Lydgate.",181,"""Nei, men ute i Lowick hos gamle Featherstone traff jeg en Miss Garth.""
""Det er datteren, en flott pike.""
""Hun er svært stille av seg, jeg la nesten ikke merke til henne."" 
""Men De kan være sikker på at hun har lagt merke til Dem."" 
""Jeg skjønner ikke riktig.""",
MM_16,MM,19,1,Will,Naumann,4,,,,,,"“You and I shall quarrel, Naumann, if you call that lady my aunt again.”
“How is she to be called then?”
“Mrs. Casaubon.”
“Good. Suppose I get acquainted with her in spite of you, and find that she very much wishes to be painted?”
",last turn was deleted because of long after text in Norwegian translation,,,"""Vi kommer til å begynne å krangle, hvis du en gang til sier at hun er min tante."" ""Hva skal jeg si, da?"" ""Mrs. Casaubon."" ""Greit. Tenk om jeg ble kjent med henne uten din hjelp og fant ut at un svært gjerne ville bli malt?""  ",199,"""Vi kommer til å begynne å krangle, hvis du en gang til sier at hun er min tante.""
""Hva skal jeg si, da?""
""Mrs. Casaubon."" 
""Greit. Tenk om jeg ble kjent med henne uten din hjelp og fant ut at hun svært gjerne ville bli malt?"" 
",
MM_14,MM,19,1,Naumann,Will,6,,,,,,"“Schön, schön. Don’t be snappish. You are not angry with me for thinking Mrs. Second-Cousin the most perfect young Madonna I ever saw?”
“Angry? nonsense. I have only seen her once before, for a couple of minutes, when my cousin introduced her to me, just before I left England. They were not married then. I didn’t know they were coming to Rome.”
“But you will go to see them now—you will find out what they have for an address—since you know the name. Shall we go to the post? And you could speak about the portrait.”
“Confound you, Naumann! I don’t know what I shall do. I am not so brazen as you.”
“Bah! that is because you are dilettantish and amateurish. If you were an artist, you would think of Mistress Second-Cousin as antique form animated by Christian sentiment—a sort of Christian Antigone—sensuous force controlled by spiritual passion.”
“Yes, and that your painting her was the chief outcome of her existence—the divinity passing into higher completeness and all but exhausted in the act of covering your bit of canvas. I am amateurish if you like: I do not think that all the universe is straining towards the obscure significance of your pictures.”
",check confound,,,"""Schön, schön. Ikke vær så orsk, da. Du er vel ikke sint på meg fordi jeg synes Mrs. Slektning er den mest perfekte unge madonna jeg noen gnag har sett?"" ""Sint? For noe tull. Jeg har bare truffet henne en gang før, og da bare i noen minutter mens slektningen min presenterte oss for hverandre. Det var like før jeg dro fra England. De var ikke gift ennå da, og jeg visste ikke at de skulle til Roma."" ""en nå må du gå og besøke dem. Du klarer sikkert å finne ut hvor de bor når du vet hva de heter. Skal vi gå innom postkontoret? Og så kan du jo nevne portrettet med det same."" ""Pokker ta deg, Naumann! Jeg vet ikke hva jeg skal gjøre, jeg. Jeg er ikke så pågående som deg."" ""Pøh! Det er fordi du er en dilettant og amatør. Hvis du hadde vært kunstner, ville du ha oppfattet at Mrs. Slektning er antikk form beåndet emd kristne følelser, en slags kristen Antigone - der religiøs pasjon holder den sanselige energien under kontroll."" ""Ja, og dersom du fikk male henne, ville det være det største og viktigste som kom ut av hennes liv, ikke sant? Det guddommelige som går opp i en høyere fullkommenhet og nesten blir presset til det ytterste idet du dekker lerretet med farger. Det kan så være at jeg er amatør; jeg tror nemlig ikke at det er universets mål at du skal male dine bilder."" ",198,"""Schön, schön. Ikke vær så morsk, da. Du er vel ikke sint på meg fordi jeg synes Mrs. Slektning er den mest perfekte unge madonna jeg noen gang har sett?"" 
""Sint? For noe tull. Jeg har bare truffet henne en gang før, og da bare i noen minutter mens slektningen min presenterte oss for hverandre. Det var like før jeg dro fra England. De var ikke gift ennå da, og jeg visste ikke at de skulle til Roma."" 
""Men nå må du gå og besøke dem. Du klarer sikkert å finne ut hvor de bor når du vet hva de heter. Skal vi gå innom postkontoret? Og så kan du jo nevne portrettet med det samme."" 
""Pokker ta deg, Naumann! Jeg vet ikke hva jeg skal gjøre, jeg. Jeg er ikke så pågående som deg."" 
""Pøh! Det er fordi du er en dilettant og amatør. Hvis du hadde vært kunstner, ville du ha oppfattet at Mrs. Slektning er antikk form beåndet med kristne følelser, en slags kristen Antigone - der religiøs pasjon holder den sanselige energien under kontroll."" 
""Ja, og dersom du fikk male henne, ville det være det største og viktigste som kom ut av hennes liv, ikke sant? Det guddommelige som går opp i en høyere fullkommenhet og nesten blir presset til det ytterste idet du dekker lerretet med farger. Det kan så være at jeg er amatør; jeg tror nemlig ikke at det er universets mål at du skal male dine bilder.""",
MM_17,MM,22,1,Dorothea,Will,3,,,,,,"“I am so glad you are come. Perhaps you understand all about cameos, and can tell me if these are really good. I wished to have you with us in choosing them, but Mr. Casaubon objected: he thought there was not time. He will finish his work to-morrow, and we shall go away in three days. I have been uneasy about these cameos. Pray sit down and look at them.”
“I am not particularly knowing, but there can be no great mistake about these little Homeric bits: they are exquisitely neat. And the color is fine: it will just suit you.”
“Oh, they are for my sister, who has quite a different complexion. You saw her with me at Lowick: she is light-haired and very pretty—at least I think so. We were never so long away from each other in our lives before. She is a great pet and never was naughty in her life. I found out before I came away that she wanted me to buy her some cameos, and I should be sorry for them not to be good—after their kind.” ",check pray sit down,,,"""Jeg er så glad for at De kommer. Kanskje De forstår Dem på kameer og kan si meg om disse virkelig er fine. Jeg ville gjerne hatt Dem med da vi valgte dem, men Mr. Casaubon var uenig, han mente vi ikek hadde tid til det. Han blir ferdig med arbeidet sitt i morgen og så reiser vi om tre dager. Men jeg er litt usikker på disse kameene. Vil De ikke sette Dem og ta en titt på de, er De snill?""  ""Jeg vet ikke særilg mye om sånt, men jeg tror ikke det kan være noen tvil om disse, det er nydelig arbeid. Og vargen er fin også, de vil kle Dem."" ""Å, de er til min søster, hun har helt andre farger enn meg. De traff henne i Lowick, hun er lyshåret og svrt pen, i hvert fall synes jeg det. Vi har aldri vært fra hverandre så lenge før. Hun er en deilig lillesøster, et fint lite menneske, aldri slem eller sur. Jeg fant ut før vi reiste at hun ønsket seg kameer, så jeg ville bli lei meg om de ikke var fine, til kameer å være, mener jeg.""",228,"""Jeg er så glad for at De kommer. Kanskje De forstår Dem på kameer og kan si meg om disse virkelig er fine. Jeg ville gjerne hatt Dem med da vi valgte dem, men Mr. Casaubon var uenig, han mente vi ikke hadde tid til det. Han blir ferdig med arbeidet sitt i morgen og så reiser vi om tre dager. Men jeg er litt usikker på disse kameene. Vil De ikke sette Dem og ta en titt på de, er De snill?"" 
""Jeg vet ikke særlig mye om sånt, men jeg tror ikke det kan være noen tvil om disse, det er nydelig arbeid. Og fargen er fin også, de vil kle Dem."" 
""Å, de er til min søster, hun har helt andre farger enn meg. De traff henne i Lowick, hun er lyshåret og svært pen, i hvert fall synes jeg det. Vi har aldri vært fra hverandre så lenge før. Hun er en deilig lillesøster, et fint lite menneske, aldri slem eller sur. Jeg fant ut før vi reiste at hun ønsket seg kameer, så jeg ville bli lei meg om de ikke var fine, til kameer å være, mener jeg.""
",
MM_21,MM,22,2,Mr. Casaubon,Dorothea,3,,,,,,"“Did he mention the precise order of occupation to which he would addict himself?”
“No. But he said that he felt the danger which lay for him in your generosity. Of course he will write to you about it. Do you not think better of him for his resolve?”
“I shall await his communication on the subject,” said Mr. Casaubon.
","not checked by Anne, last (4th) turn is deleted becuase of long text afterwards in Norwegian translation",,,"""Sa han noe direkte om hva han hadde planer om å hengi seg til?"" ""Nei. Men han sa at han følte at din sjenerøsitet kunne være uheldig for ham. Han kommer selvfølgelig til å skrive til deg om det. Synes du ikke litt bedre om ham nå som han har tatt denne beslutningen?"" ""Jeg vil vente og se hva han skriver til meg om saken,"" sa Mr. Casaubon. ",234,"""Sa han noe direkte om hva han hadde planer om å hengi seg til?"" 
""Nei. Men han sa at han følte at din sjenerøsitet kunne være uheldig for ham. Han kommer selvfølgelig til å skrive til deg om det. Synes du ikke litt bedre om ham nå som han har tatt denne beslutningen?"" 
""Jeg vil vente og se hva han skriver til meg om saken."" 
",
MM_23,MM,25,1,Mary,Fred,6,,,,,,"“My family is not fond of begging, Fred. We would rather work for our money. Besides, you say that Mr. Featherstone has lately given you a hundred pounds. He rarely makes presents; he has never made presents to us. I am sure my father will not ask him for anything; and even if I chose to beg of him, it would be of no use.”
“I am so miserable, Mary—if you knew how miserable I am, you would be sorry for me.”
“There are other things to be more sorry for than that. But selfish people always think their own discomfort of more importance than anything else in the world. I see enough of that every day.”
“It is hardly fair to call me selfish. If you knew what things other young men do, you would think me a good way off the worst.”
“I know that people who spend a great deal of money on themselves without knowing how they shall pay, must be selfish. They are always thinking of what they can get for themselves, and not of what other people may lose.”
“Any man may be unfortunate, Mary, and find himself unable to pay when he meant it. There is not a better man in the world than your father, and yet he got into trouble.”",amount could be changed,,,"""Min familie liker ikke å tigge, Fred. Vi foretrekker å arbeide for pengene. Dessuten sa du jo at Mr. Featherstone nettopp hadde gitt deg hundre pund. Det er ikke ofte han gir ut pengegaver, han har aldri gitt oss noe. Jeg er sikker på at far ikkek ville be ham om det, selv om jeg sa jeg kunne gjøre det for ham, for det ville ikke nytte."" ""Jeg er så fortvilet, Mary. Om du bare visste hvor fortvilet jeg er, ville du synes synd på meg."" ""Det er andre jeg synes emr synd på. Men egoistiske mennesker synes alltid deres egne følelser er vitkigere enn alt annet i verden; det ser jeg nok av hver eneste dag."" ""Det er ikke rettferdig av deg å si at jeg er egoistisk. Om du visste hva andre unge menn gjorde, ville du ikke synes jeg var så verst."" ""Jeg vet bare at mennesker som bruker en masse penger på seg selv uten å vite hvordan de skal dekke utgiftene,må være egoistiske. De tenker estandig på hva de kan gjøre for seg selv og ikke på hva anre kan tape på det.""Hvem som helst kan være uheldig og oppdage at han ikke kan betale sånn som han hadde tenkt. Det fikkes ikke bedre mann enn din far, og likevel kom han opp i vanskeligheter."" ",261-262,"""Min familie liker ikke å tigge, Fred. Vi foretrekker å arbeide for pengene. Dessuten sa du jo at Mr. Featherstone nettopp hadde gitt deg hundre pund. Det er ikke ofte han gir ut pengegaver, han har aldri gitt oss noe. Jeg er sikker på at far ikke ville be ham om det, selv om jeg sa jeg kunne gjøre det for ham, for det ville ikke nytte."" 
""Jeg er så fortvilet, Mary. Om du bare visste hvor fortvilet jeg er, ville du synes synd på meg."" 
""Det er andre jeg synes mer synd på. Men egoistiske mennesker synes alltid deres egne følelser er vitkigere enn alt annet i verden; det ser jeg nok av hver eneste dag."" 
""Det er ikke rettferdig av deg å si at jeg er egoistisk. Om du visste hva andre unge menn gjorde, ville du ikke synes jeg var så verst."" 
""Jeg vet bare at mennesker som bruker en masse penger på seg selv uten å vite hvordan de skal dekke utgiftene, må være egoistiske. De tenker bestandig på hva de kan gjøre for seg selv og ikke på hva andre kan tape på det.”
""Hvem som helst kan være uheldig og oppdage at han ikke kan betale sånn som han hadde tenkt. Det fikkes ikke bedre mann enn din far, og likevel kom han opp i vanskeligheter.""
",
MM_30,MM,33,1,Mary,Mr. Featherstone,4,,,,,,"“I will call him, if you will let me call Mr. Jonah and others with him.”
“Nobody else, I say. The young chap. I shall do as I like.”
“Wait till broad daylight, sir, when every one is stirring. Or let me call Simmons now, to go and fetch the lawyer? He can be here in less than two hours.”
“Lawyer? What do I want with the lawyer? Nobody shall know—I say, nobody shall know. I shall do as I like.”
","not checked by Anne, last (5th) turn is deleted becuase of long text afterwards in Norwegian translation",,,"""Jeg skal be ham komme, hvis De også vil la meg tilkalle Mr. Jonah og de andre."" ""Nei, ingen andre. Bare unge Vincy. Jeg gjør som jeg vil."" ""Vent til det blir morgen, sir, når alle er oppe. Eller la meg sende Simmons etter sakføreren Deres. Han kan være her i løpet av to timer."" ""Sakføreren? Hva skal jeg med ham? Ingen skal vite noe, sier jeg. Nei, ingen skal vite noe. Jeg gjør som jeg vil."" ",297-298,"""Jeg skal be ham komme, hvis De også vil la meg tilkalle Mr. Jonah og de andre."" 
""Nei, ingen andre. Bare unge Vincy. Jeg gjør som jeg vil."" 
""Vent til det blir morgen, sir, når alle er oppe. Eller la meg sende Simmons etter sakføreren Deres. Han kan være her i løpet av to timer."" 
""Sakføreren? Hva skal jeg med ham? Ingen skal vite noe, sier jeg. Nei, ingen skal vite noe. Jeg gjør som jeg vil."" 
",
MM_35,MM,36,5,Rosamond,Lydgate,3,,,,,,"“Why should I tell you what you cannot alter? They are every-day things:—perhaps they have been a little worse lately.”
“Family annoyances. Don’t fear speaking. I guess them.”
“Papa has been more irritable lately. Fred makes him angry, and this morning there was a fresh quarrel because Fred threatens to throw his whole education away, and do something quite beneath him. And besides—”",,,,"""Hvorfor skulle jeg fortelle deg om noe du ikke kan gjøre noe med? Det er bare vanlige, hverdagslige ting dessuten, men i det siste har det kanskje vært litt vanskeligere enn ellers."" ""Familieproblemer. Ikke vær redd for å snakke om sånt. Jeg kan tenke meg hva det er."" ""Pappa har vært mer irritabel en vanlig. Fred truer med å gi hele utdannelsen sin på båten og begynne med noe som ligger langt under hans stand. Og dessuten ...""",327,"""Hvorfor skulle jeg fortelle deg om noe du ikke kan gjøre noe med? Det er bare vanlige, hverdagslige ting dessuten, men i det siste har det kanskje vært litt vanskeligere enn ellers.""
""Familieproblemer. Ikke vær redd for å snakke om sånt. Jeg kan tenke meg hva det er."" 
""Pappa har vært mer irritabel en vanlig. Fred truer med å gi hele utdannelsen sin på båten og begynne med noe som ligger langt under hans stand. Og dessuten ...""",
MM_40,MM,37,2,Dorothea,Will,4,,,,,,"“Mr. Casaubon must have overcome his dislike of you so far as his actions were concerned: and that is admirable.”
“Yes; he has shown a sense of justice in family matters. It was an abominable thing that my grandmother should have been disinherited because she made what they called a mesalliance, though there was nothing to be said against her husband except that he was a Polish refugee who gave lessons for his bread.”
“I wish I knew all about her!” said Dorothea. “I wonder how she bore the change from wealth to poverty: I wonder whether she was happy with her husband! Do you know much about them?”
“No; only that my grandfather was a patriot—a bright fellow—could speak many languages—musical—got his bread by teaching all sorts of things. They both died rather early. And I never knew much of my father, beyond what my mother told me; but he inherited the musical talents. I remember his slow walk and his long thin hands; and one day remains with me when he was lying ill, and I was very hungry, and had only a little bit of bread.”
","not checked by Anne, 5th turn is deleted due to extra text following the turn in the Norwegian translation",,,"""Men når det gjelder den støtten De har fått, må Mr. Casaubon ha overvunnet sin motvilje mot Dem, og det er jo beundringsverdig."" ""Ja, når det gjelder de sakene, har han vist seg rettskaffen nok. Det var grusomt av familien å gjøre min farmor arveløs fordi hun hadde inngått de de kalte en mesallianse, enda et ikke var noe galt med den mannen hun valgte, bortsett fra at han var en polsk flyktning som måtte livnære seg med å gi privatundervisning."" ""Jeg skulle ønske jeg hadde kjent henne!"" sa Dorothea. ""Jeg undres på hvordan hun klarte å leve i fattigdom etter at hun hele livet hadde vært så rik. Jeg undres på om hun var lykkelig med sin mann. Hva vet De om dem?"" ""Ikke mye. Bare at min farfar var patriot - en dyktig fyr - snakket flere språk. Musikalsk var han også forsørget seg med å undervise i alt mulig. De døde tidlig begge to. Jeg har aldri visst særlig mye om min far, bortsett fra det mor fortalte meg, men han var musikalsk som faren. Jeg husker at han alltid gikk svært langsomt, og at han hadde lange, smale hender. En dag har festet seg spesielt godt i minnet; han var syk og lå til sengs, og jeg var sulten, og så hadde vi bare et lite brød i huset."" ",341,"""Men når det gjelder den støtten De har fått, må Mr. Casaubon ha overvunnet sin motvilje mot Dem, og det er jo beundringsverdig."" 
""Ja, når det gjelder de sakene, har han vist seg rettskaffen nok. Det var grusomt av familien å gjøre min farmor arveløs fordi hun hadde inngått de de kalte en mesallianse, enda et ikke var noe galt med den mannen hun valgte, bortsett fra at han var en polsk flyktning som måtte livnære seg med å gi privatundervisning."" 
""Jeg skulle ønske jeg hadde kjent henne! Jeg undres på hvordan hun klarte å leve i fattigdom etter at hun hele livet hadde vært så rik. Jeg undres på om hun var lykkelig med sin mann. Hva vet De om dem?""
""Ikke mye. Bare at min farfar var patriot - en dyktig fyr - snakket flere språk. Musikalsk var han også forsørget seg med å undervise i alt mulig. De døde tidlig begge to. Jeg har aldri visst særlig mye om min far, bortsett fra det mor fortalte meg, men han var musikalsk som faren. Jeg husker at han alltid gikk svært langsomt, og at han hadde lange, smale hender. En dag har festet seg spesielt godt i minnet; han var syk og lå til sengs, og jeg var sulten, og så hadde vi bare et lite brød i huset."" 
",
MM_42,MM,37,3,Dorothea,Mr. Casaubon,5,,,,,,"""No, not at all; but I shall be obliged, since you are up, if you will read me a few pages of Lowth.”
“May I talk to you a little instead?” said Dorothea.
“Certainly.”
“I have been thinking about money all day—that I have always had too much, and especially the prospect of too much.”
“These, my dear Dorothea, are providential arrangements.”",not checked by Anne,,,"""Joda, men siden du er oppe allikevel, så jeg gjerne at du leste noen sider for meg i den boken som ligger på bordet der."" ""Kan vi prate litt i stedet, tror du?"" spurte Dorothea. ""Selvfølgelig."" ""Jeg har tenkt på penger i hele dag, at jeg alltid har hatt for mange, og særlig at jeg nå kanskje en dag kommer til å få enda mange flere."" ""Men det er jo bare slikt som Gud og Forsynet har bestemt, det, Dorothea.""",348,"""Joda, men siden du er oppe allikevel, så jeg gjerne at du leste noen sider for meg i den boken som ligger på bordet der."" 
""Kan vi prate litt i stedet, tror du?"" 
""Selvfølgelig."" 
""Jeg har tenkt på penger i hele dag, at jeg alltid har hatt for mange, og særlig at jeg nå kanskje en dag kommer til å få enda mange flere."" 
""Men det er jo bare slikt som Gud og Forsynet har bestemt, det, Dorothea.""
",
MM_47,MM,43,2,Mrs. Lydgate - Rosamond,Lydgate,3,,,,,,"“Music apart, he is not always very agreeable. Do you like him?”
“Yes: I think he is a good fellow: rather miscellaneous and bric-a-brac, but likable.”
“Do you know, I think he adores Mrs. Casaubon.”
","not checked by Anne, 4th turn is deleted due to extra text following the turn in the Norwegian translation",,,"""Han er ikke alltid like morsom å være sammen med, men han synger vakkert. Liker du ham?"" ""Ja, jeg synes han er en bra kar; en sammensatt type, med litt av hvert i hodet, men sympatisk."" ""Vet du hva jeg tror? Jeg tror han forguder Mrs. Casaubon!"" ",404,"""Han er ikke alltid like morsom å være sammen med, men han synger vakkert. Liker du ham?"" 
""Ja, jeg synes han er en bra kar; en sammensatt type, med litt av hvert i hodet, men sympatisk."" 
""Vet du hva jeg tror? Jeg tror han forguder Mrs. Casaubon!"" ",
MM_50,MM,48,1,Mr. Casaubon,Dorothea,3,,,,,,"“I was waiting for your appearance, my dear. I had hoped to set to work at once this morning, but I find myself under some indisposition, probably from too much excitement yesterday. I am going now to take a turn in the shrubbery, since the air is milder.”
“I am glad to hear that,” said Dorothea. “Your mind, I feared, was too active last night.”
“I would fain have it set at rest on the point I last spoke of, Dorothea. You can now, I hope, give me an answer.”",,,,"""Jeg har ventet på deg, kjære. Jeg hadde håpet vi kunne begynne  arbedie tidlig i dag, men jeg føler meg en smule indisponert, det ble muligens litt for megen anstrengelse likevel i går. Jeg vil nå spasere litt nede i parken, det er jo blitt så mye mildere i været."" ""Det var godt å høre,"" sa Dorothea. ""Jeg var redd du hadde overanstrengt deg i går og hadde for mye å tenke på."" ""Jeg skulle gjerne slippe å tenke mer på det vi snakket om i natt, Dorothea. Jeg håper du nå kan gi meg et svar."" ",445-46 / 492-93,"""Jeg har ventet på deg, kjære. Jeg hadde håpet vi kunne begynne arbeide tidlig i dag, men jeg føler meg en smule indisponert, det ble muligens litt for megen anstrengelse likevel i går. Jeg vil nå spasere litt nede i parken, det er jo blitt så mye mildere i været."" 
""Det var godt å høre. Jeg var redd du hadde overanstrengt deg i går og hadde for mye å tenke på."" 
""Jeg skulle gjerne slippe å tenke mer på det vi snakket om i natt, Dorothea. Jeg håper du nå kan gi meg et svar.""
",
MM_52,MM,49,1,Mr. Brooke,Sir James,4,,,,,,"“But be reasonable, Chettam. Dorothea, now. As you say, she had better go to Celia as soon as possible. She can stay under your roof, and in the mean time things may come round quietly. Don’t let us be firing off our guns in a hurry, you know. Standish will keep our counsel, and the news will be old before it’s known. Twenty things may happen to carry off Ladislaw—without my doing anything, you know.”
“Then I am to conclude that you decline to do anything?”
“Decline, Chettam?—no—I didn’t say decline. But I really don’t see what I could do. Ladislaw is a gentleman.”
“I am glad to hear it!”",not checked by Anne,,,"""Men vær nå litt rimelig, da, Chettam. Tilbake til Dorothea. Det er sikkert best, som du sier, at hun flytter til Celia så snart som mulig. Hun kan bo hos dere mens det hele glir over. La oss ikke foregripe begivenhetenes gang, hva? Standish vil holde tett om vi ber ham, og dette lir gammelt nytt før noen får høre om det. Tusen ting kan ha ført Ladislaw herfra innen den tid, uten at vi har behøvd å foreta oss noe som helst."" ""mener De med det å si at De ikke vil foreta Dem noe i det hele tatt?"" ""Vil og vil, hm. Nei, jeg har ikke sagt at jeg ikke vil. Men jeg skjønner ike helt hva jeg kan gjøre. Ladislaw er en gentleman."" ""Det var da godt det, da!"" ",450 / 497,"""Men vær nå litt rimelig, da, Chettam. Tilbake til Dorothea. Det er sikkert best, som du sier, at hun flytter til Celia så snart som mulig. Hun kan bo hos dere mens det hele glir over. La oss ikke foregripe begivenhetenes gang, hva? Standish vil holde tett om vi ber ham, og dette blir gammelt nytt før noen får høre om det. Tusen ting kan ha ført Ladislaw herfra innen den tid, uten at vi har behøvd å foreta oss noe som helst."" 
""Mener De med det å si at De ikke vil foreta Dem noe i det hele tatt?"" 
""Vil og vil, hm. Nei, jeg har ikke sagt at jeg ikke vil. Men jeg skjønner ikke helt hva jeg kan gjøre. Ladislaw er en gentleman."" 
""Det var da godt det, da!""
",
MM_56,MM,52,1,Fred,Mr. Farebrother,5,,,,,,"“If Mary said she would never have me I might as well go wrong in one way as another.”
“That is nonsense, Fred. Men outlive their love, but they don’t outlive the consequences of their recklessness.”
“Not my sort of love: I have never been without loving Mary. If I had to give her up, it would be like beginning to live on wooden legs.”
“Will she not be hurt at my intrusion?”
“No, I feel sure she will not. She respects you more than any one, and she would not put you off with fun as she does me. Of course I could not have told any one else, or asked any one else to speak to her, but you. There is no one else who could be such a friend to both of us.”",not checked by Anne,,,"""Hvis Mary sier at hun aldri vil gifte seg med meg, kan jeg like gjerne gjøre det som noe annet galt."" ""Nå snakker du tøv, Fred. Kjærlighet går over, men konsekvensene av våre egne ubetenksomme og overilte handlinger må vi leve med resten av livet."" ""Ikke min kjærlighet; jeg sa jo at jeg har elsket Mary bestandig; jeg kan ikke huske at jeg noen gang ikke har elsket henne. Hvis jeg måtte gi opp håpet om å få henne, ville det være som å få begge bena kuttet av og måtte fortsette livet med to trestumper."" ""Kan det ikke komme til å såre henne at jeg blir trukket inn?"" ""Nei, jeg er sikker på at hun ikke vil oppfatte det sånn. Hun har større respekt for Dem enn for noe annet menneske. Overfor Dem ville hun ikke prøve å komme unna med en spøk heller, sånn som hun gjør med meg. Jeg kunne selvfølgelig ikke ha fortalt dette til andre enn Dem, eller bedt noen annen om å snakke med henne. Det er ingen som har vært en så god venn for oss som Dem.""",477,"""Hvis Mary sier at hun aldri vil gifte seg med meg, kan jeg like gjerne gjøre det som noe annet galt."" 
""Nå snakker du tøv, Fred. Kjærlighet går over, men konsekvensene av våre egne ubetenksomme og overilte handlinger må vi leve med resten av livet."" 
""Ikke min kjærlighet; jeg sa jo at jeg har elsket Mary bestandig; jeg kan ikke huske at jeg noen gang ikke har elsket henne. Hvis jeg måtte gi opp håpet om å få henne, ville det være som å få begge bena kuttet av og måtte fortsette livet med to trestumper."" 
""Kan det ikke komme til å såre henne at jeg blir trukket inn?"" 
""Nei, jeg er sikker på at hun ikke vil oppfatte det sånn. Hun har større respekt for Dem enn for noe annet menneske. Overfor Dem ville hun ikke prøve å komme unna med en spøk heller, sånn som hun gjør med meg. Jeg kunne selvfølgelig ikke ha fortalt dette til andre enn Dem, eller bedt noen annen om å snakke med henne. Det er ingen som har vært en så god venn for oss som Dem.""",
